"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2012 General Election","ADAMS","President of the United States","StateWide","Republican","ROMNEY, MITT","26,767","0","0","","","","","","","","",""
"2012 General Election","ADAMS","President of the United States","StateWide","Democratic","OBAMA, BARACK","15,091","0","0","","","","","","","","",""
"2012 General Election","ADAMS","President of the United States","StateWide","Green","STEIN, JILL","162","0","0","","","","","","","","",""
"2012 General Election","ADAMS","President of the United States","StateWide","Libertarian","JOHNSON, GARY","437","0","0","","","","","","","","",""
"2012 General Election","ADAMS","United States Senator","StateWide","Republican","SMITH, TOM","25,467","0","0","","","","","","","","",""
"2012 General Election","ADAMS","United States Senator","StateWide","Democratic","CASEY, JR, BOB","15,763","0","0","","","","","","","","",""
"2012 General Election","ADAMS","United States Senator","StateWide","Libertarian","SMITH, RAYBURN DOUGLAS","1,002","0","0","","","","","","","","",""
"2012 General Election","ADAMS","Attorney General","StateWide","Republican","FREED, DAVID J","23,170","0","0","","","","","","","","",""
"2012 General Election","ADAMS","Attorney General","StateWide","Democratic","KANE, KATHLEEN G","17,382","0","0","","","","","","","","",""
"2012 General Election","ADAMS","Attorney General","StateWide","Libertarian","ROGERS, MARAKAY J","1,289","0","0","","","","","","","","",""
"2012 General Election","ADAMS","Auditor General","StateWide","Republican","MAHER, JOHN","25,650","0","0","","","","","","","","",""
"2012 General Election","ADAMS","Auditor General","StateWide","Democratic","DEPASQUALE, EUGENE A","13,290","0","0","","","","","","","","",""
"2012 General Election","ADAMS","Auditor General","StateWide","Libertarian","SUMMERS, BETSY ELIZABETH","2,308","0","0","","","","","","","","",""
"2012 General Election","ADAMS","State Treasurer","StateWide","Republican","VAUGHAN, DIANA IREY","24,503","0","0","","","","","","","","",""
"2012 General Election","ADAMS","State Treasurer","StateWide","Democratic","MCCORD, ROBERT M","14,451","0","0","","","","","","","","",""
"2012 General Election","ADAMS","State Treasurer","StateWide","Libertarian","FRYMAN, PATRICIA M","2,197","0","0","","","","","","","","",""
"2012 General Election","ADAMS","Representative in Congress","4th Congressional District","Republican","PERRY, SCOTT","27,408","0","0","","","","","","","","",""
"2012 General Election","ADAMS","Representative in Congress","4th Congressional District","Democratic","PERKINSON, HARRY","12,105","0","0","","","","","","","","",""
"2012 General Election","ADAMS","Representative in Congress","4th Congressional District","Independent","WOLFF, WAYNE W","1,523","0","0","","","","","","","","",""
"2012 General Election","ADAMS","Representative in Congress","4th Congressional District","Libertarian","KOFFENBERGER, MICHAEL BRYANT","680","0","0","","","","","","","","",""
"2012 General Election","ADAMS","Senator in the General Assembly","33rd Senatorial District","Republican","ALLOWAY, II, RICHARD","28,128","0","0","","","","","","","","",""
"2012 General Election","ADAMS","Senator in the General Assembly","33rd Senatorial District","Democratic","NEYLON, BRUCE","13,150","0","0","","","","","","","","",""
"2012 General Election","ADAMS","Representative in the General Assembly","91st Legislative District","Republican","MOUL, DAN P","21,007","0","0","","","","","","","","",""
"2012 General Election","ADAMS","Representative in the General Assembly","193rd Legislative District","Republican","TALLMAN, WILL F","10,514","0","0","","","","","","","","",""
"2012 General Election","ADAMS","Representative in the General Assembly","193rd Legislative District","Democratic","MCNEVIN, ANTHONY","3,984","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","President of the United States","StateWide","Republican","ROMNEY, MITT","262,039","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","President of the United States","StateWide","Democratic","OBAMA, BARACK","352,687","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","President of the United States","StateWide","Green","STEIN, JILL","2,159","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","President of the United States","StateWide","Libertarian","JOHNSON, GARY","5,196","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","United States Senator","StateWide","Republican","SMITH, TOM","236,546","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","United States Senator","StateWide","Democratic","CASEY, JR, BOB","362,459","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","United States Senator","StateWide","Libertarian","SMITH, RAYBURN DOUGLAS","12,106","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Attorney General","StateWide","Republican","FREED, DAVID J","217,223","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Attorney General","StateWide","Democratic","KANE, KATHLEEN G","368,934","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Attorney General","StateWide","Libertarian","ROGERS, MARAKAY J","17,290","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Auditor General","StateWide","Republican","MAHER, JOHN","239,415","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Auditor General","StateWide","Democratic","DEPASQUALE, EUGENE A","337,094","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Auditor General","StateWide","Libertarian","SUMMERS, BETSY ELIZABETH","24,067","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","State Treasurer","StateWide","Republican","VAUGHAN, DIANA IREY","221,408","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","State Treasurer","StateWide","Democratic","MCCORD, ROBERT M","347,735","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","State Treasurer","StateWide","Libertarian","FRYMAN, PATRICIA M","25,300","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Representative in Congress","12th Congressional District","Republican","ROTHFUS, KEITH J","76,022","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Representative in Congress","12th Congressional District","Democratic","CRITZ, MARK S","59,539","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Representative in Congress","14th Congressional District","Republican","LESSMANN, HANS","73,126","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Representative in Congress","14th Congressional District","Democratic","DOYLE, MIKE","247,356","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Representative in Congress","18th Congressional District","Republican","MURPHY, TIM","93,880","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Representative in Congress","18th Congressional District","Democratic","MAGGI, LARRY","52,883","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Senator in the General Assembly","37th Senatorial District","Republican","RAJA, D","56,432","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Senator in the General Assembly","37th Senatorial District","Democratic","SMITH, MATT","66,134","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Senator in the General Assembly","43rd Senatorial District","Democratic","COSTA, JR, JAY","94,779","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Senator in the General Assembly","45th Senatorial District","Democratic","BREWSTER, JAMES R","59,674","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Senator in the General Assembly","47th Senatorial District","Republican","VOGEL, JR, ELDER A","682","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Senator in the General Assembly","47th Senatorial District","Democratic","VILLELLA, KIMBERLY PAZZANITA","519","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Representative in the General Assembly","16th Legislative District","Republican","CODER, KATHY","6,944","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Representative in the General Assembly","16th Legislative District","Democratic","MATZIE, ROBERT F","5,725","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Representative in the General Assembly","19th Legislative District","Democratic","WHEATLEY, JAKE","20,942","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Representative in the General Assembly","20th Legislative District","Democratic","RAVENSTAHL, ADAM J","19,909","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Representative in the General Assembly","20th Legislative District","Constitution","BARR, JAMES W","4,453","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Representative in the General Assembly","21st Legislative District","Democratic","COSTA, DOM","22,772","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Representative in the General Assembly","22nd Legislative District","Republican","CRATSLEY, CHRIS","9,292","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Representative in the General Assembly","22nd Legislative District","Democratic","MOLCHANY, ERIN C","17,512","0","0","","","","","","","","",""
"2012 General Election","ALLEGHENY","Representative in the General Assembly","23rd Legislative District","Democratic","FRANKEL, DAN B","26,742","0","0","","","","","","","","",""
