"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2003 Special Election for the 3rd Legislative District","ERIE","Representative in the General Assembly","3rd Legislative District","Democratic","MCGRATH, BRIAN P.","4,331","0","0","","","","","","","","",""
"2003 Special Election for the 3rd Legislative District","ERIE","Representative in the General Assembly","3rd Legislative District","Republican","GOOD, MATTHEW W.","11,592","0","0","","","","","","","","",""
"2003 Special Election for the 3rd Legislative District","ERIE","Representative in the General Assembly","3rd Legislative District","Green","SAWDY, LARRY","353","0","0","","","","","","","","",""
