"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2015 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Democratic","WECHT, DAVID","1,092","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Democratic","DONOHUE, CHRISTINE","2,335","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Democratic","DOUGHERTY, KEVIN M","1,418","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Democratic","FORADORA, JOHN HENRY","829","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Democratic","LAZARUS, ANNE E","2,111","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Democratic","WOODRUFF, DWAYNE  D","771","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Republican","STEVENS, CORREALE","841","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Republican","COVEY, ANNE","3,051","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Republican","WARREN, REBECCA LEE","1,031","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Republican","GEORGE, MICHAEL","6,598","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Republican","ALLEN, CHERYL","1,016","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Republican","OLSON, JUDITH F","3,223","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Democratic","DUBOW, ALICE  B","2,147","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Democratic","COLVILLE, ROBERT JOHN","1,247","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Republican","GIORDANO, EMIL","5,551","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Judge of the Commonwealth Court","Statewide","Democratic","EAGEN, RICHARDSON TODD","1,988","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Judge of the Commonwealth Court","Statewide","Democratic","WOJCIK, MICHAEL H","1,177","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Judge of the Commonwealth Court","Statewide","Republican","LALLEY, PAUL N","5,530","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Judge of the Court of Common Pleas","51st Judicial District (Adams County)","Democratic","WAGNER, SHAWN CHRISTOPHER","1,862","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Judge of the Court of Common Pleas","51st Judicial District (Adams County)","Democratic","TEETER,MATTHEW E","2,680","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Judge of the Court of Common Pleas","51st Judicial District (Adams County)","Democratic","SIMPSON,CHRISTINA M","2,357","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Judge of the Court of Common Pleas","51st Judicial District (Adams County)","Republican","WAGNER, SHAWN CHRISTOPHER","5,056","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Judge of the Court of Common Pleas","51st Judicial District (Adams County)","Republican","SIMPSON,CHRISTINA M","3,994","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Judge of the Court of Common Pleas","51st Judicial District (Adams County)","Republican","TEETER,MATTHEW E","3,293","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Justice of the Supreme Court","Statewide","Democratic","WECHT, DAVID","90,214","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Justice of the Supreme Court","Statewide","Democratic","DONOHUE, CHRISTINE","64,654","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Justice of the Supreme Court","Statewide","Democratic","DOUGHERTY, KEVIN M","24,100","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Justice of the Supreme Court","Statewide","Democratic","FORADORA, JOHN HENRY","8,583","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Justice of the Supreme Court","Statewide","Democratic","LAZARUS, ANNE E","16,571","0","0","","","","","","","","",""
