"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2015 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Democratic","WECHT, DAVID","3,972","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Democratic","DOUGHERTY, KEVIN M","5,419","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Democratic","DONOHUE, CHRISTINE","5,495","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Republican","OLSON, JUDITH F","8,922","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Republican","GEORGE, MICHAEL","11,348","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Republican","COVEY, ANNE","8,321","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Independent Judicial Alliance","PANEPINTO, PAUL P","1,475","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Democratic","DUBOW, ALICE  B","6,277","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Republican","GIORDANO, EMIL","9,600","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Judge of the Commonwealth Court","Statewide","Democratic","WOJCIK, MICHAEL H","5,495","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Judge of the Commonwealth Court","Statewide","Republican","LALLEY, PAUL N","10,404","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Judge of the Court of Common Pleas","51st Judicial District (Adams County)","Democratic","TEETER, MATTHEW E.","6,566","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Judge of the Court of Common Pleas","51st Judicial District (Adams County)","Democratic / Republican","SIMPSON, CHRISTINA M","11,052","0","0","","","","","","","","",""
"2015 Municipal Election","ADAMS","Judge of the Court of Common Pleas","51st Judicial District (Adams County)","Republican","WAGNER, SHAWN CHRISTOPHER","11,024","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Justice of the Supreme Court","Statewide","Democratic","WECHT, DAVID","156,714","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Justice of the Supreme Court","Statewide","Democratic","DOUGHERTY, KEVIN M","122,700","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Justice of the Supreme Court","Statewide","Democratic","DONOHUE, CHRISTINE","131,665","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Justice of the Supreme Court","Statewide","Republican","OLSON, JUDITH F","67,569","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Justice of the Supreme Court","Statewide","Republican","GEORGE, MICHAEL","58,485","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Justice of the Supreme Court","Statewide","Republican","COVEY, ANNE","55,545","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Justice of the Supreme Court","Statewide","Independent Judicial Alliance","PANEPINTO, PAUL P","13,773","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Judge of the Superior Court","Statewide","Democratic","DUBOW, ALICE  B","123,800","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Judge of the Superior Court","Statewide","Republican","GIORDANO, EMIL","69,751","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Judge of the Commonwealth Court","Statewide","Democratic","WOJCIK, MICHAEL H","133,331","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Judge of the Commonwealth Court","Statewide","Republican","LALLEY, PAUL N","73,244","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas - Allegheny (Retention)","5th Judicial District (Allegheny County)","","BORKOWSKI, EDWARD J","0","123,450","36,596","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas - Allegheny (Retention)","5th Judicial District (Allegheny County)","","FLAHERTY, THOMAS E","0","131,179","34,466","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas - Allegheny (Retention)","5th Judicial District (Allegheny County)","","HENS-GRECO, KATHRYN MARY","0","117,421","39,538","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas - Allegheny (Retention)","5th Judicial District (Allegheny County)","","HERTZBERG, ALAN","0","119,009","38,166","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas - Allegheny (Retention)","5th Judicial District (Allegheny County)","","LAZZARA, BETH A","0","121,836","36,071","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas - Allegheny (Retention)","5th Judicial District (Allegheny County)","","MARIANI, ANTHONY","0","119,658","37,035","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas - Allegheny (Retention)","5th Judicial District (Allegheny County)","","MCDANIEL, DONNA","0","122,555","36,745","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas - Allegheny (Retention)","5th Judicial District (Allegheny County)","","WOODRUFF, DWAYNE D","0","132,228","33,338","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas - Allegheny","5th Judicial District (Allegheny County)","Democratic / Republican","STALEY MCCRADY, JENNIFER","157,042","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas - Allegheny","5th Judicial District (Allegheny County)","Democratic / Republican","REGAN, DANIEL D","148,961","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas - Allegheny","5th Judicial District (Allegheny County)","Democratic","MCGOUGH, HUGH FITZPATRICK","123,024","0","0","","","","","","","","",""
"2015 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas - Allegheny","5th Judicial District (Allegheny County)","Republican","MURRAY, PHILIP  J","75,274","0","0","","","","","","","","",""
"2015 Municipal Election","ARMSTRONG","Justice of the Supreme Court","Statewide","Democratic","WECHT, DAVID","7,404","0","0","","","","","","","","",""
"2015 Municipal Election","ARMSTRONG","Justice of the Supreme Court","Statewide","Democratic","DOUGHERTY, KEVIN M","5,011","0","0","","","","","","","","",""
"2015 Municipal Election","ARMSTRONG","Justice of the Supreme Court","Statewide","Democratic","DONOHUE, CHRISTINE","5,403","0","0","","","","","","","","",""
"2015 Municipal Election","ARMSTRONG","Justice of the Supreme Court","Statewide","Republican","OLSON, JUDITH F","6,594","0","0","","","","","","","","",""
"2015 Municipal Election","ARMSTRONG","Justice of the Supreme Court","Statewide","Republican","GEORGE, MICHAEL","6,244","0","0","","","","","","","","",""
"2015 Municipal Election","ARMSTRONG","Justice of the Supreme Court","Statewide","Republican","COVEY, ANNE","5,854","0","0","","","","","","","","",""
"2015 Municipal Election","ARMSTRONG","Justice of the Supreme Court","Statewide","Independent Judicial Alliance","PANEPINTO, PAUL P","1,208","0","0","","","","","","","","",""
"2015 Municipal Election","ARMSTRONG","Judge of the Superior Court","Statewide","Democratic","DUBOW, ALICE  B","5,626","0","0","","","","","","","","",""
"2015 Municipal Election","ARMSTRONG","Judge of the Superior Court","Statewide","Republican","GIORDANO, EMIL","7,628","0","0","","","","","","","","",""
"2015 Municipal Election","ARMSTRONG","Judge of the Commonwealth Court","Statewide","Democratic","WOJCIK, MICHAEL H","6,036","0","0","","","","","","","","",""
"2015 Municipal Election","ARMSTRONG","Judge of the Commonwealth Court","Statewide","Republican","LALLEY, PAUL N","7,288","0","0","","","","","","","","",""
"2015 Municipal Election","BEAVER","Justice of the Supreme Court","Statewide","Democratic","WECHT, DAVID","22,148","0","0","","","","","","","","",""
"2015 Municipal Election","BEAVER","Justice of the Supreme Court","Statewide","Democratic","DOUGHERTY, KEVIN M","17,054","0","0","","","","","","","","",""
"2015 Municipal Election","BEAVER","Justice of the Supreme Court","Statewide","Democratic","DONOHUE, CHRISTINE","18,235","0","0","","","","","","","","",""
"2015 Municipal Election","BEAVER","Justice of the Supreme Court","Statewide","Republican","OLSON, JUDITH F","14,287","0","0","","","","","","","","",""
"2015 Municipal Election","BEAVER","Justice of the Supreme Court","Statewide","Republican","GEORGE, MICHAEL","13,040","0","0","","","","","","","","",""
"2015 Municipal Election","BEAVER","Justice of the Supreme Court","Statewide","Republican","COVEY, ANNE","12,736","0","0","","","","","","","","",""
"2015 Municipal Election","BEAVER","Justice of the Supreme Court","Statewide","Independent Judicial Alliance","PANEPINTO, PAUL P","3,566","0","0","","","","","","","","",""
"2015 Municipal Election","BEAVER","Judge of the Superior Court","Statewide","Democratic","DUBOW, ALICE  B","18,547","0","0","","","","","","","","",""
"2015 Municipal Election","BEAVER","Judge of the Superior Court","Statewide","Republican","GIORDANO, EMIL","16,945","0","0","","","","","","","","",""
"2015 Municipal Election","BEAVER","Judge of the Commonwealth Court","Statewide","Democratic","WOJCIK, MICHAEL H","18,937","0","0","","","","","","","","",""
"2015 Municipal Election","BEAVER","Judge of the Commonwealth Court","Statewide","Republican","LALLEY, PAUL N","16,417","0","0","","","","","","","","",""
"2015 Municipal Election","BEAVER","Judge of the Court of Common Pleas (Retention)","36th Judicial District (Beaver County","","KUNSELMAN, DEBORAH A","0","22,388","11,103","","","","","","","","",""
"2015 Municipal Election","BEAVER","Judge of the Court of Common Pleas","36th Judicial District (Beaver County","Democratic / Republican","FOUSE, DALE M","32,270","0","0","","","","","","","","",""
"2015 Municipal Election","BEDFORD","Justice of the Supreme Court","Statewide","Democratic","WECHT, DAVID","2,215","0","0","","","","","","","","",""
"2015 Municipal Election","BEDFORD","Justice of the Supreme Court","Statewide","Democratic","DOUGHERTY, KEVIN M","2,404","0","0","","","","","","","","",""
"2015 Municipal Election","BEDFORD","Justice of the Supreme Court","Statewide","Democratic","DONOHUE, CHRISTINE","2,553","0","0","","","","","","","","",""
"2015 Municipal Election","BEDFORD","Justice of the Supreme Court","Statewide","Republican","OLSON, JUDITH F","5,807","0","0","","","","","","","","",""
"2015 Municipal Election","BEDFORD","Justice of the Supreme Court","Statewide","Republican","GEORGE, MICHAEL","5,141","0","0","","","","","","","","",""
"2015 Municipal Election","BEDFORD","Justice of the Supreme Court","Statewide","Republican","COVEY, ANNE","5,462","0","0","","","","","","","","",""
"2015 Municipal Election","BEDFORD","Justice of the Supreme Court","Statewide","Independent Judicial Alliance","PANEPINTO, PAUL P","573","0","0","","","","","","","","",""
"2015 Municipal Election","BEDFORD","Judge of the Superior Court","Statewide","Democratic","DUBOW, ALICE  B","2,756","0","0","","","","","","","","",""
"2015 Municipal Election","BEDFORD","Judge of the Superior Court","Statewide","Republican","GIORDANO, EMIL","5,926","0","0","","","","","","","","",""
