"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2011 Municipal Election","BERKS","Judge of the Commonwealth Court","StateWide","Republican","COVEY, ANNE","26,723","0","0","","","","","","","","",""
"2011 Municipal Election","BERKS","Judge of the Commonwealth Court","StateWide","Democratic","BOOCKVAR, KATHRYN","21,086","0","0","","","","","","","","",""
"2011 Municipal Election","BERKS","Judge of the Commonwealth Court (Retention)","StateWide","","JUBELIRER, RENEE COHN","0","23,847","11,729","","","","","","","","",""
"2011 Municipal Election","BERKS","Judge of the Commonwealth Court (Retention)","StateWide","","LEAVITT, MARY HANNAH","0","24,396","11,154","","","","","","","","",""
"2011 Municipal Election","BERKS","Judge of the Commonwealth Court (Retention)","StateWide","","SIMPSON, ROBIN","0","24,653","10,979","","","","","","","","",""
"2011 Municipal Election","BERKS","Judge of the Court of Common Pleas (Retention)","23rd Judicial District (Berks County)","","CAMPBELL, MARY ANN","0","27,436","9,895","","","","","","","","",""
"2011 Municipal Election","BERKS","Judge of the Court of Common Pleas (Retention)","23rd Judicial District (Berks County)","","PARISI, THOMAS G","0","27,344","9,972","","","","","","","","",""
"2011 Municipal Election","BERKS","Judge of the Court of Common Pleas (Retention)","23rd Judicial District (Berks County)","","SCHMEHL, PETER W","0","28,631","9,269","","","","","","","","",""
"2011 Municipal Election","BERKS","Judge of the Court of Common Pleas (Retention)","23rd Judicial District (Berks County)","","SPRECHER, JEFFREY KENT","0","27,620","9,714","","","","","","","","",""
"2011 Municipal Election","BLAIR","Justice of the Supreme Court (Retention)","StateWide","","EAKIN, J MICHAEL","0","10,418","3,904","","","","","","","","",""
"2011 Municipal Election","BLAIR","Judge of the Superior Court","StateWide","Republican","STABILE, VIC","9,543","0","0","","","","","","","","",""
"2011 Municipal Election","BLAIR","Judge of the Superior Court","StateWide","Democratic","WECHT, DAVID N","7,241","0","0","","","","","","","","",""
"2011 Municipal Election","BLAIR","Judge of the Superior Court (Retention)","StateWide","","BENDER, JOHN  T","0","10,110","4,101","","","","","","","","",""
"2011 Municipal Election","BLAIR","Judge of the Superior Court (Retention)","StateWide","","BOWES, MARY JANE","0","10,364","3,903","","","","","","","","",""
"2011 Municipal Election","BLAIR","Judge of the Commonwealth Court","StateWide","Republican","COVEY, ANNE","11,447","0","0","","","","","","","","",""
"2011 Municipal Election","BLAIR","Judge of the Commonwealth Court","StateWide","Democratic","BOOCKVAR, KATHRYN","5,279","0","0","","","","","","","","",""
"2011 Municipal Election","BLAIR","Judge of the Commonwealth Court (Retention)","StateWide","","JUBELIRER, RENEE COHN","0","9,246","5,197","","","","","","","","",""
"2011 Municipal Election","BLAIR","Judge of the Commonwealth Court (Retention)","StateWide","","LEAVITT, MARY HANNAH","0","9,872","4,224","","","","","","","","",""
"2011 Municipal Election","BLAIR","Judge of the Commonwealth Court (Retention)","StateWide","","SIMPSON, ROBIN","0","10,195","3,982","","","","","","","","",""
"2011 Municipal Election","BRADFORD","Justice of the Supreme Court (Retention)","StateWide","","EAKIN, J MICHAEL","0","6,647","2,374","","","","","","","","",""
"2011 Municipal Election","BRADFORD","Judge of the Superior Court","StateWide","Republican","STABILE, VIC","6,190","0","0","","","","","","","","",""
"2011 Municipal Election","BRADFORD","Judge of the Superior Court","StateWide","Democratic","WECHT, DAVID N","3,695","0","0","","","","","","","","",""
"2011 Municipal Election","BRADFORD","Judge of the Superior Court (Retention)","StateWide","","BENDER, JOHN  T","0","6,396","2,488","","","","","","","","",""
"2011 Municipal Election","BRADFORD","Judge of the Superior Court (Retention)","StateWide","","BOWES, MARY JANE","0","6,700","2,217","","","","","","","","",""
"2011 Municipal Election","BRADFORD","Judge of the Commonwealth Court","StateWide","Republican","COVEY, ANNE","7,152","0","0","","","","","","","","",""
"2011 Municipal Election","BRADFORD","Judge of the Commonwealth Court","StateWide","Democratic","BOOCKVAR, KATHRYN","2,854","0","0","","","","","","","","",""
"2011 Municipal Election","BRADFORD","Judge of the Commonwealth Court (Retention)","StateWide","","JUBELIRER, RENEE COHN","0","6,350","2,459","","","","","","","","",""
"2011 Municipal Election","BRADFORD","Judge of the Commonwealth Court (Retention)","StateWide","","LEAVITT, MARY HANNAH","0","6,416","2,398","","","","","","","","",""
"2011 Municipal Election","BRADFORD","Judge of the Commonwealth Court (Retention)","StateWide","","SIMPSON, ROBIN","0","6,588","2,254","","","","","","","","",""
"2011 Municipal Election","BUCKS","Justice of the Supreme Court (Retention)","StateWide","","EAKIN, J MICHAEL","0","51,760","16,423","","","","","","","","",""
"2011 Municipal Election","BUCKS","Judge of the Superior Court","StateWide","Republican","STABILE, VIC","53,416","0","0","","","","","","","","",""
"2011 Municipal Election","BUCKS","Judge of the Superior Court","StateWide","Democratic","WECHT, DAVID N","44,702","0","0","","","","","","","","",""
"2011 Municipal Election","BUCKS","Judge of the Superior Court (Retention)","StateWide","","BENDER, JOHN  T","0","49,308","16,943","","","","","","","","",""
"2011 Municipal Election","BUCKS","Judge of the Superior Court (Retention)","StateWide","","BOWES, MARY JANE","0","50,459","16,037","","","","","","","","",""
"2011 Municipal Election","BUCKS","Judge of the Commonwealth Court","StateWide","Republican","COVEY, ANNE","54,450","0","0","","","","","","","","",""
"2011 Municipal Election","BUCKS","Judge of the Commonwealth Court","StateWide","Democratic","BOOCKVAR, KATHRYN","43,961","0","0","","","","","","","","",""
"2011 Municipal Election","BUCKS","Judge of the Commonwealth Court (Retention)","StateWide","","JUBELIRER, RENEE COHN","0","49,016","17,490","","","","","","","","",""
"2011 Municipal Election","BUCKS","Judge of the Commonwealth Court (Retention)","StateWide","","LEAVITT, MARY HANNAH","0","48,735","16,869","","","","","","","","",""
"2011 Municipal Election","BUCKS","Judge of the Commonwealth Court (Retention)","StateWide","","SIMPSON, ROBIN","0","48,536","16,522","","","","","","","","",""
"2011 Municipal Election","BUCKS","Judge of the Court of Common Pleas","7th Judicial District (Bucks County)","Republican / Democratic","MCMASTER, JAMES M","96,935","0","0","","","","","","","","",""
"2011 Municipal Election","BUCKS","Judge of the Court of Common Pleas (Retention)","7th Judicial District (Bucks County)","","MELLON, ROBERT J","0","52,901","15,864","","","","","","","","",""
"2011 Municipal Election","BUTLER","Justice of the Supreme Court (Retention)","StateWide","","EAKIN, J MICHAEL","0","16,292","7,199","","","","","","","","",""
"2011 Municipal Election","BUTLER","Judge of the Superior Court","StateWide","Republican","STABILE, VIC","14,592","0","0","","","","","","","","",""
"2011 Municipal Election","BUTLER","Judge of the Superior Court","StateWide","Democratic","WECHT, DAVID N","13,186","0","0","","","","","","","","",""
"2011 Municipal Election","BUTLER","Judge of the Superior Court (Retention)","StateWide","","BENDER, JOHN  T","0","15,885","7,619","","","","","","","","",""
"2011 Municipal Election","BUTLER","Judge of the Superior Court (Retention)","StateWide","","BOWES, MARY JANE","0","16,399","7,284","","","","","","","","",""
"2011 Municipal Election","BUTLER","Judge of the Commonwealth Court","StateWide","Republican","COVEY, ANNE","18,170","0","0","","","","","","","","",""
"2011 Municipal Election","BUTLER","Judge of the Commonwealth Court","StateWide","Democratic","BOOCKVAR, KATHRYN","9,172","0","0","","","","","","","","",""
"2011 Municipal Election","BUTLER","Judge of the Commonwealth Court (Retention)","StateWide","","JUBELIRER, RENEE COHN","0","15,544","8,012","","","","","","","","",""
"2011 Municipal Election","BUTLER","Judge of the Commonwealth Court (Retention)","StateWide","","LEAVITT, MARY HANNAH","0","16,043","7,721","","","","","","","","",""
"2011 Municipal Election","BUTLER","Judge of the Commonwealth Court (Retention)","StateWide","","SIMPSON, ROBIN","0","16,292","7,635","","","","","","","","",""
"2011 Municipal Election","BUTLER","Judge of the Court of Common Pleas (Retention)","50th Judicial District (Butler County)","","DOERR, THOMAS J","0","19,813","6,154","","","","","","","","",""
"2011 Municipal Election","BUTLER","Judge of the Court of Common Pleas (Retention)","50th Judicial District (Butler County)","","YEAGER, S MICHAEL","0","19,110","6,222","","","","","","","","",""
"2011 Municipal Election","CAMBRIA","Justice of the Supreme Court (Retention)","StateWide","","EAKIN, J MICHAEL","0","17,347","8,779","","","","","","","","",""
"2011 Municipal Election","CAMBRIA","Judge of the Superior Court","StateWide","Republican","STABILE, VIC","10,158","0","0","","","","","","","","",""
"2011 Municipal Election","CAMBRIA","Judge of the Superior Court","StateWide","Democratic","WECHT, DAVID N","17,910","0","0","","","","","","","","",""
"2011 Municipal Election","CAMBRIA","Judge of the Superior Court (Retention)","StateWide","","BENDER, JOHN  T","0","17,286","8,741","","","","","","","","",""
"2011 Municipal Election","CAMBRIA","Judge of the Superior Court (Retention)","StateWide","","BOWES, MARY JANE","0","17,921","8,206","","","","","","","","",""
"2011 Municipal Election","CAMBRIA","Judge of the Commonwealth Court","StateWide","Republican","COVEY, ANNE","13,786","0","0","","","","","","","","",""
"2011 Municipal Election","CAMBRIA","Judge of the Commonwealth Court","StateWide","Democratic","BOOCKVAR, KATHRYN","14,069","0","0","","","","","","","","",""
"2011 Municipal Election","CAMBRIA","Judge of the Commonwealth Court (Retention)","StateWide","","JUBELIRER, RENEE COHN","0","17,222","8,833","","","","","","","","",""
"2011 Municipal Election","CAMBRIA","Judge of the Commonwealth Court (Retention)","StateWide","","LEAVITT, MARY HANNAH","0","17,400","8,524","","","","","","","","",""
"2011 Municipal Election","CAMBRIA","Judge of the Commonwealth Court (Retention)","StateWide","","SIMPSON, ROBIN","0","17,523","8,450","","","","","","","","",""
"2011 Municipal Election","CAMERON","Justice of the Supreme Court (Retention)","StateWide","","EAKIN, J MICHAEL","0","984","348","","","","","","","","",""
"2011 Municipal Election","CAMERON","Judge of the Superior Court","StateWide","Republican","STABILE, VIC","755","0","0","","","","","","","","",""
"2011 Municipal Election","CAMERON","Judge of the Superior Court","StateWide","Democratic","WECHT, DAVID N","702","0","0","","","","","","","","",""
"2011 Municipal Election","CAMERON","Judge of the Superior Court (Retention)","StateWide","","BENDER, JOHN  T","0","925","377","","","","","","","","",""
"2011 Municipal Election","CAMERON","Judge of the Superior Court (Retention)","StateWide","","BOWES, MARY JANE","0","970","334","","","","","","","","",""
"2011 Municipal Election","CAMERON","Judge of the Commonwealth Court","StateWide","Republican","COVEY, ANNE","870","0","0","","","","","","","","",""
"2011 Municipal Election","CAMERON","Judge of the Commonwealth Court","StateWide","Democratic","BOOCKVAR, KATHRYN","565","0","0","","","","","","","","",""
"2011 Municipal Election","CAMERON","Judge of the Commonwealth Court (Retention)","StateWide","","JUBELIRER, RENEE COHN","0","927","374","","","","","","","","",""
"2011 Municipal Election","CAMERON","Judge of the Commonwealth Court (Retention)","StateWide","","LEAVITT, MARY HANNAH","0","933","367","","","","","","","","",""
"2011 Municipal Election","CAMERON","Judge of the Commonwealth Court (Retention)","StateWide","","SIMPSON, ROBIN","0","953","343","","","","","","","","",""
"2011 Municipal Election","CARBON","Justice of the Supreme Court (Retention)","StateWide","","EAKIN, J MICHAEL","0","6,928","2,869","","","","","","","","",""
"2011 Municipal Election","CARBON","Judge of the Superior Court","StateWide","Republican","STABILE, VIC","5,014","0","0","","","","","","","","",""
"2011 Municipal Election","CARBON","Judge of the Superior Court","StateWide","Democratic","WECHT, DAVID N","5,733","0","0","","","","","","","","",""
"2011 Municipal Election","CARBON","Judge of the Superior Court (Retention)","StateWide","","BENDER, JOHN  T","0","6,780","2,854","","","","","","","","",""
"2011 Municipal Election","CARBON","Judge of the Superior Court (Retention)","StateWide","","BOWES, MARY JANE","0","6,941","2,687","","","","","","","","",""
"2011 Municipal Election","CARBON","Judge of the Commonwealth Court","StateWide","Republican","COVEY, ANNE","5,810","0","0","","","","","","","","",""
"2011 Municipal Election","CARBON","Judge of the Commonwealth Court","StateWide","Democratic","BOOCKVAR, KATHRYN","4,909","0","0","","","","","","","","",""
"2011 Municipal Election","CARBON","Judge of the Commonwealth Court (Retention)","StateWide","","JUBELIRER, RENEE COHN","0","6,587","2,864","","","","","","","","",""
"2011 Municipal Election","CARBON","Judge of the Commonwealth Court (Retention)","StateWide","","LEAVITT, MARY HANNAH","0","6,675","2,787","","","","","","","","",""
"2011 Municipal Election","CARBON","Judge of the Commonwealth Court (Retention)","StateWide","","SIMPSON, ROBIN","0","6,714","2,745","","","","","","","","",""
"2011 Municipal Election","CARBON","Judge of the Court of Common Pleas","56th Judicial District (Carbon County)","Republican / Democratic","MATIKA, JOE","10,830","0","0","","","","","","","","",""
"2011 Municipal Election","CARBON","Judge of the Court of Common Pleas (Retention)","56th Judicial District (Carbon County)","","NANOVIC, ROGER N","0","9,650","2,026","","","","","","","","",""
"2011 Municipal Election","CENTRE","Justice of the Supreme Court (Retention)","StateWide","","EAKIN, J MICHAEL","0","13,268","4,241","","","","","","","","",""
"2011 Municipal Election","CENTRE","Judge of the Superior Court","StateWide","Republican","STABILE, VIC","9,932","0","0","","","","","","","","",""
"2011 Municipal Election","CENTRE","Judge of the Superior Court","StateWide","Democratic","WECHT, DAVID N","11,697","0","0","","","","","","","","",""
"2011 Municipal Election","CENTRE","Judge of the Superior Court (Retention)","StateWide","","BENDER, JOHN  T","0","12,360","4,519","","","","","","","","",""
"2011 Municipal Election","CENTRE","Judge of the Superior Court (Retention)","StateWide","","BOWES, MARY JANE","0","12,335","3,838","","","","","","","","",""
"2011 Municipal Election","CENTRE","Judge of the Commonwealth Court","StateWide","Republican","COVEY, ANNE","12,016","0","0","","","","","","","","",""
"2011 Municipal Election","CENTRE","Judge of the Commonwealth Court","StateWide","Democratic","BOOCKVAR, KATHRYN","9,603","0","0","","","","","","","","",""
"2011 Municipal Election","CENTRE","Judge of the Commonwealth Court (Retention)","StateWide","","JUBELIRER, RENEE COHN","0","12,431","4,659","","","","","","","","",""
"2011 Municipal Election","CENTRE","Judge of the Commonwealth Court (Retention)","StateWide","","LEAVITT, MARY HANNAH","0","12,458","4,297","","","","","","","","",""
"2011 Municipal Election","CENTRE","Judge of the Commonwealth Court (Retention)","StateWide","","SIMPSON, ROBIN","0","12,882","3,989","","","","","","","","",""
"2011 Municipal Election","CENTRE","Judge of the Court of Common Pleas","49th Judicial District (Centre County)","Republican / Democratic","GRINE, JONATHAN","20,112","0","0","","","","","","","","",""
"2011 Municipal Election","CHESTER","Justice of the Supreme Court (Retention)","StateWide","","EAKIN, J MICHAEL","0","44,172","13,497","","","","","","","","",""
"2011 Municipal Election","CHESTER","Judge of the Superior Court","StateWide","Republican","STABILE, VIC","42,478","0","0","","","","","","","","",""
"2011 Municipal Election","CHESTER","Judge of the Superior Court","StateWide","Democratic","WECHT, DAVID N","31,736","0","0","","","","","","","","",""
"2011 Municipal Election","CHESTER","Judge of the Superior Court (Retention)","StateWide","","BENDER, JOHN  T","0","42,933","13,905","","","","","","","","",""
"2011 Municipal Election","CHESTER","Judge of the Superior Court (Retention)","StateWide","","BOWES, MARY JANE","0","44,287","12,717","","","","","","","","",""
"2011 Municipal Election","CHESTER","Judge of the Commonwealth Court","StateWide","Republican","COVEY, ANNE","43,818","0","0","","","","","","","","",""
"2011 Municipal Election","CHESTER","Judge of the Commonwealth Court","StateWide","Democratic","BOOCKVAR, KATHRYN","30,563","0","0","","","","","","","","",""
"2011 Municipal Election","CHESTER","Judge of the Commonwealth Court (Retention)","StateWide","","JUBELIRER, RENEE COHN","0","42,520","14,477","","","","","","","","",""
"2011 Municipal Election","CHESTER","Judge of the Commonwealth Court (Retention)","StateWide","","LEAVITT, MARY HANNAH","0","43,452","13,416","","","","","","","","",""
"2011 Municipal Election","CHESTER","Judge of the Commonwealth Court (Retention)","StateWide","","SIMPSON, ROBIN","0","43,720","12,964","","","","","","","","",""
"2011 Municipal Election","CHESTER","Judge of the Court of Common Pleas","15th Judicial District (Chester County)","Republican","TUNNELL, MARK","41,837","0","0","","","","","","","","",""
"2011 Municipal Election","CHESTER","Judge of the Court of Common Pleas","15th Judicial District (Chester County)","Republican","WHEATCRAFT, ANN MARIE","43,799","0","0","","","","","","","","",""
"2011 Municipal Election","CHESTER","Judge of the Court of Common Pleas","15th Judicial District (Chester County)","Democratic","MADDOX, FREDDA DENISE","29,088","0","0","","","","","","","","",""
"2011 Municipal Election","CHESTER","Judge of the Court of Common Pleas","15th Judicial District (Chester County)","Democratic","PURL, TOM","27,371","0","0","","","","","","","","",""
"2011 Municipal Election","CHESTER","Judge of the Court of Common Pleas (Retention)","15th Judicial District (Chester County)","","SARCIONE, ANTHONY A","0","45,352","13,255","","","","","","","","",""
"2011 Municipal Election","CHESTER","Judge of the Court of Common Pleas (Retention)","15th Judicial District (Chester County)","","STREITEL, PHYLLIS R","0","44,343","13,596","","","","","","","","",""
"2011 Municipal Election","CLARION","Justice of the Supreme Court (Retention)","StateWide","","EAKIN, J MICHAEL","0","5,210","2,395","","","","","","","","",""
"2011 Municipal Election","CLARION","Judge of the Superior Court","StateWide","Republican","STABILE, VIC","4,031","0","0","","","","","","","","",""
"2011 Municipal Election","CLARION","Judge of the Superior Court","StateWide","Democratic","WECHT, DAVID N","3,976","0","0","","","","","","","","",""
"2011 Municipal Election","CLARION","Judge of the Superior Court (Retention)","StateWide","","BENDER, JOHN  T","0","4,864","2,570","","","","","","","","",""
"2011 Municipal Election","CLARION","Judge of the Superior Court (Retention)","StateWide","","BOWES, MARY JANE","0","5,076","2,424","","","","","","","","",""
