"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2001 Municipal Election","ADAMS","Justice of the Supreme Court","StateWide","Republican","EAKIN, MIKE","4,938","4,938","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Justice of the Supreme Court","StateWide","Democratic","FORD ELLIOTT, KATE","2,284","2,284","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Judge of the Superior Court","StateWide","Republican","BENDER, JOHN T.","2,850","2,850","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Judge of the Superior Court","StateWide","Republican","BOWES, MARY JANE","3,538","3,538","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Judge of the Superior Court","StateWide","Republican","DOLBIN, PALMER","3,271","3,271","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Judge of the Superior Court","StateWide","Republican","KLEIN, RICHARD B.","3,144","3,144","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Judge of the Superior Court","StateWide","Democratic","DOMITROVICH, STEPHANIE","1,684","1,684","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Judge of the Superior Court","StateWide","Democratic","KIRKLAND, LYDIA Y.","1,700","1,700","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Judge of the Superior Court","StateWide","Democratic","WECHT, DAVID","1,637","1,637","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Judge of the Commonwealth Court","StateWide","Republican","COHN, RENEE","3,617","3,617","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Judge of the Commonwealth Court","StateWide","Republican","LEAVITT, MARY HANNAH","3,906","3,906","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Judge of the Commonwealth Court","StateWide","Republican","SIMPSON, ROBIN","3,737","3,737","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Judge of the Commonwealth Court","StateWide","Democratic","ARONSON, IRWIN W.","1,603","1,603","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Judge of the Commonwealth Court","StateWide","Democratic","DODARO, JAMES J.","1,093","1,093","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Judge of the Commonwealth Court","StateWide","Democratic","FLAHERTY, MARY","","","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Judge of the Commonwealth Court","StateWide","Democratic","LANGAN, JERRY","1,301","1,301","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Judge of the Court of Common Pleas","51st Judicial District (Adams County)","Republican","GEORGE, MICHAEL A.","4,029","4,029","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Judge of the Court of Common Pleas","51st Judicial District (Adams County)","Republican","MILEY, ANTHONY","1,874","1,874","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Judge of the Court of Common Pleas","51st Judicial District (Adams County)","Democratic","GEORGE, MICHAEL A.","1,840","1,840","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Judge of the Court of Common Pleas","51st Judicial District (Adams County)","Democratic","MILEY, ANTHONY","951","951","","","","","","","","","",""
"2001 Municipal Election","ADAMS","Joint Resolution 2001-1","","","","0","4,458","2,101","0","","","0","","","0","",""
