"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"Special Election - 42nd Legislative District","ALLEGHENY","Representative in the General Assembly","42nd Legislative District","Republican","Remely, Dan","3,699","0","0","","","","","","","","",""
"Special Election - 42nd Legislative District","ALLEGHENY","Representative in the General Assembly","42nd Legislative District","Democratic","Miller, Dan","5,635","0","0","","","","","","","","",""
"Special Election - 42nd Legislative District","ALLEGHENY","Representative in the General Assembly","42nd Legislative District","Libertarian","BROWN, GEORGE","539","0","0","","","","","","","","",""
