"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2017 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Democratic","WOODRUFF, DWAYNE D","2,854","0","0","","","","","","","","",""
"2017 Municipal Election","ADAMS","Justice of the Supreme Court","Statewide","Republican","MUNDY, SALLIE","4,982","0","0","","","","","","","","",""
"2017 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Democratic","NICHOLS, CAROLYN H","2,255","0","0","","","","","","","","",""
"2017 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Democratic","MOULTON, H GEOFFREY JR","1,885","0","0","","","","","","","","",""
"2017 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Democratic","MCLAUGHLIN, MARIA","2,233","0","0","","","","","","","","",""
"2017 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Democratic","KUNSELMAN, DEBORAH ANNE","2,443","0","0","","","","","","","","",""
"2017 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Democratic","CAYE, WILLIAM F II","1,112","0","0","","","","","","","","",""
"2017 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Republican","GIORDANO, EMIL","2,993","0","0","","","","","","","","",""
"2017 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Republican","STEDMAN, CRAIG","4,366","0","0","","","","","","","","",""
"2017 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Republican","KAGARISE, WADE ALAN","3,440","0","0","","","","","","","","",""
"2017 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Republican","MURRAY, MARY P","3,287","0","0","","","","","","","","",""
"2017 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Republican","PATRICK, PAULA A","1,958","0","0","","","","","","","","",""
"2017 Municipal Election","ADAMS","Judge of the Commonwealth Court","Statewide","Democratic","BARRY, WALTER TIMOTHY","617","0","0","","","","","","","","",""
"2017 Municipal Election","ADAMS","Judge of the Commonwealth Court","Statewide","Democratic","COSGROVE, JOSEPH MATTHIAS","1,157","0","0","","","","","","","","",""
"2017 Municipal Election","ADAMS","Judge of the Commonwealth Court","Statewide","Democratic","CEISLER, ELLEN H","1,229","0","0","","","","","","","","",""
"2017 Municipal Election","ADAMS","Judge of the Commonwealth Court","Statewide","Democratic","EAGEN, RICHARDSON TODD","1,048","0","0","","","","","","","","",""
"2017 Municipal Election","ADAMS","Judge of the Commonwealth Court","Statewide","Democratic","MCLAUGHLIN CLARK, IRENE","1,050","0","0","","","","","","","","",""
