"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2018 Special Election 18th Congressional District","ALLEGHENY","Representative in Congress","18th Congressional District","Democratic","LAMB, CONOR","58,874","0","0","","","","","","","","",""
"2018 Special Election 18th Congressional District","ALLEGHENY","Representative in Congress","18th Congressional District","Republican","SACCONE, RICHARD","43,398","0","0","","","","","","","","",""
"2018 Special Election 18th Congressional District","ALLEGHENY","Representative in Congress","18th Congressional District","Libertarian","MILLER, DREW GRAY","526","0","0","","","","","","","","",""
"2018 Special Election 18th Congressional District","GREENE","Representative in Congress","18th Congressional District","Democratic","LAMB, CONOR","2,022","0","0","","","","","","","","",""
"2018 Special Election 18th Congressional District","GREENE","Representative in Congress","18th Congressional District","Republican","SACCONE, RICHARD","2,800","0","0","","","","","","","","",""
"2018 Special Election 18th Congressional District","GREENE","Representative in Congress","18th Congressional District","Libertarian","MILLER, DREW GRAY","43","0","0","","","","","","","","",""
"2018 Special Election 18th Congressional District","WASHINGTON","Representative in Congress","18th Congressional District","Democratic","LAMB, CONOR","22,757","0","0","","","","","","","","",""
"2018 Special Election 18th Congressional District","WASHINGTON","Representative in Congress","18th Congressional District","Republican","SACCONE, RICHARD","26,198","0","0","","","","","","","","",""
"2018 Special Election 18th Congressional District","WASHINGTON","Representative in Congress","18th Congressional District","Libertarian","MILLER, DREW GRAY","344","0","0","","","","","","","","",""
"2018 Special Election 18th Congressional District","WESTMORELAND","Representative in Congress","18th Congressional District","Democratic","LAMB, CONOR","30,449","0","0","","","","","","","","",""
"2018 Special Election 18th Congressional District","WESTMORELAND","Representative in Congress","18th Congressional District","Republican","SACCONE, RICHARD","40,951","0","0","","","","","","","","",""
"2018 Special Election 18th Congressional District","WESTMORELAND","Representative in Congress","18th Congressional District","Libertarian","MILLER, DREW GRAY","468","0","0","","","","","","","","",""
