"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2019 Special Election 12th Congressional District","BRADFORD","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC","2,985","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","BRADFORD","Representative in Congress","12th Congressional District","Republican","KELLER, FREDERICK B","7,133","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","CENTRE","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC","9,360","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","CENTRE","Representative in Congress","12th Congressional District","Republican","KELLER, FREDERICK B","4,769","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","CLINTON","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC","2,534","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","CLINTON","Representative in Congress","12th Congressional District","Republican","KELLER, FREDERICK B","4,235","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","JUNIATA","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC","1,033","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","JUNIATA","Representative in Congress","12th Congressional District","Republican","KELLER, FREDERICK B","3,557","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","LYCOMING","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC","7,309","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","LYCOMING","Representative in Congress","12th Congressional District","Republican","KELLER, FREDERICK B","20,493","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","MIFFLIN","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC","1,484","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","MIFFLIN","Representative in Congress","12th Congressional District","Republican","KELLER, FREDERICK B","4,524","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","NORTHUMBERLAND","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC","2,558","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","NORTHUMBERLAND","Representative in Congress","12th Congressional District","Republican","KELLER, FREDERICK B","7,078","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","PERRY","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC","2,071","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","PERRY","Representative in Congress","12th Congressional District","Republican","KELLER, FREDERICK B","6,037","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","POTTER","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC","856","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","POTTER","Representative in Congress","12th Congressional District","Republican","KELLER, FREDERICK B","2,744","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","SNYDER","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC","1,729","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","SNYDER","Representative in Congress","12th Congressional District","Republican","KELLER, FREDERICK B","6,288","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","SULLIVAN","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC","557","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","SULLIVAN","Representative in Congress","12th Congressional District","Republican","KELLER, FREDERICK B","1,142","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","SUSQUEHANNA","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC","2,606","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","SUSQUEHANNA","Representative in Congress","12th Congressional District","Republican","KELLER, FREDERICK B","5,780","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","TIOGA","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC","2,145","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","TIOGA","Representative in Congress","12th Congressional District","Republican","KELLER, FREDERICK B","6,057","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","UNION","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC","3,049","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","UNION","Representative in Congress","12th Congressional District","Republican","KELLER, FREDERICK B","6,151","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","WYOMING","Representative in Congress","12th Congressional District","Democratic","FRIEDENBERG, MARC","1,919","0","0","","","","","","","","",""
"2019 Special Election 12th Congressional District","WYOMING","Representative in Congress","12th Congressional District","Republican","KELLER, FREDERICK B","4,012","0","0","","","","","","","","",""
