"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2013 Municipal Election","ADAMS","Justice of the Supreme Court (Retention)","Statewide","","BAER, MAX","0","7,696","3,769","","","","","","","","",""
"2013 Municipal Election","ADAMS","Justice of the Supreme Court (Retention)","Statewide","","CASTILLE, RONALD D","0","8,186","3,447","","","","","","","","",""
"2013 Municipal Election","ADAMS","Judge of the Superior Court (Retention)","Statewide","","GANTMAN, SUSAN PEIKES","0","8,206","3,272","","","","","","","","",""
"2013 Municipal Election","ADAMS","Judge of the Superior Court (Retention)","Statewide","","PANELLA, JACK","0","7,583","3,769","","","","","","","","",""
"2013 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Republican","STABILE, VIC","8,937","0","0","","","","","","","","",""
"2013 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Democratic","MCVAY, JACK JR","5,178","0","0","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Justice of the Supreme Court (Retention)","Statewide","","BAER, MAX","0","114,223","35,768","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Justice of the Supreme Court (Retention)","Statewide","","CASTILLE, RONALD D","0","99,880","41,685","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Superior Court (Retention)","Statewide","","GANTMAN, SUSAN PEIKES","0","95,910","41,411","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Superior Court (Retention)","Statewide","","PANELLA, JACK","0","96,443","41,477","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Superior Court","Statewide","Republican","STABILE, VIC","66,908","0","0","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Superior Court","Statewide","Democratic","MCVAY, JACK JR","98,958","0","0","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas (Retention)","5th Judicial District (Allegheny County)","","FOLINO, RONALD W","0","96,120","39,512","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas (Retention)","5th Judicial District (Allegheny County)","","MULLIGAN, KATHLEEN R","0","98,445","37,893","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas (Retention)","5th Judicial District (Allegheny County)","","O'TOOLE, LAWRENCE J","0","99,199","37,677","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas (Retention)","5th Judicial District (Allegheny County)","","RANGOS, JILL E","0","97,811","38,767","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas (Retention)","5th Judicial District (Allegheny County)","","WARD, CHRISTINE","0","102,022","35,671","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas (Retention)","5th Judicial District (Allegheny County)","","ZOTTOLA, JOHN ANTHONY","0","98,506","38,960","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas","5th Judicial District (Allegheny County)","Republican","WARD, BILL","68,932","0","0","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas","5th Judicial District (Allegheny County)","Republican / Democratic","TRANQUILLI, MARK V","117,167","0","0","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas","5th Judicial District (Allegheny County)","Republican / Democratic","COZZA, PAUL E","108,740","0","0","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas","5th Judicial District (Allegheny County)","Republican","MURRAY, PJ","59,373","0","0","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas","5th Judicial District (Allegheny County)","Democratic","SATLER, JENNIFER","98,131","0","0","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas","5th Judicial District (Allegheny County)","Democratic","BUSH, ELEANOR","97,230","0","0","","","","","","","","",""
"2013 Municipal Election","ARMSTRONG","Justice of the Supreme Court (Retention)","Statewide","","BAER, MAX","0","8,013","3,621","","","","","","","","",""
"2013 Municipal Election","ARMSTRONG","Justice of the Supreme Court (Retention)","Statewide","","CASTILLE, RONALD D","0","7,163","4,121","","","","","","","","",""
"2013 Municipal Election","ARMSTRONG","Judge of the Superior Court (Retention)","Statewide","","GANTMAN, SUSAN PEIKES","0","7,135","4,065","","","","","","","","",""
"2013 Municipal Election","ARMSTRONG","Judge of the Superior Court (Retention)","Statewide","","PANELLA, JACK","0","7,078","4,121","","","","","","","","",""
"2013 Municipal Election","ARMSTRONG","Judge of the Superior Court","Statewide","Republican","STABILE, VIC","7,358","0","0","","","","","","","","",""
"2013 Municipal Election","ARMSTRONG","Judge of the Superior Court","Statewide","Democratic","MCVAY, JACK JR","4,674","0","0","","","","","","","","",""
"2013 Municipal Election","BEAVER","Justice of the Supreme Court (Retention)","Statewide","","BAER, MAX","0","15,313","4,889","","","","","","","","",""
"2013 Municipal Election","BEAVER","Justice of the Supreme Court (Retention)","Statewide","","CASTILLE, RONALD D","0","13,761","5,740","","","","","","","","",""
"2013 Municipal Election","BEAVER","Judge of the Superior Court (Retention)","Statewide","","GANTMAN, SUSAN PEIKES","0","13,736","5,601","","","","","","","","",""
"2013 Municipal Election","BEAVER","Judge of the Superior Court (Retention)","Statewide","","PANELLA, JACK","0","13,839","5,467","","","","","","","","",""
"2013 Municipal Election","BEAVER","Judge of the Superior Court","Statewide","Republican","STABILE, VIC","10,336","0","0","","","","","","","","",""
"2013 Municipal Election","BEAVER","Judge of the Superior Court","Statewide","Democratic","MCVAY, JACK JR","10,946","0","0","","","","","","","","",""
"2013 Municipal Election","BEAVER","Judge of the Court of Common Pleas (Retention)","36th Judicial District (Beaver County","","MANCINI, RICHARD","0","16,486","4,268","","","","","","","","",""
"2013 Municipal Election","BEAVER","Judge of the Court of Common Pleas","36th Judicial District (Beaver County","Republican / Democratic","ROSS, JAMES J","20,096","0","0","","","","","","","","",""
"2013 Municipal Election","BEDFORD","Justice of the Supreme Court (Retention)","Statewide","","BAER, MAX","0","4,896","2,064","","","","","","","","",""
"2013 Municipal Election","BEDFORD","Justice of the Supreme Court (Retention)","Statewide","","CASTILLE, RONALD D","0","4,354","2,390","","","","","","","","",""
"2013 Municipal Election","BEDFORD","Judge of the Superior Court (Retention)","Statewide","","GANTMAN, SUSAN PEIKES","0","4,284","2,403","","","","","","","","",""
"2013 Municipal Election","BEDFORD","Judge of the Superior Court (Retention)","Statewide","","PANELLA, JACK","0","4,229","2,459","","","","","","","","",""
