"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2019 Municipal Election","ADAMS","Judge of the Superior Court (Retention)","Statewide","","LAZARUS, ANNE E","0","10,062","3,507","","","","","","","","",""
"2019 Municipal Election","ADAMS","Judge of the Superior Court (Retention)","Statewide","","OLSON, JUDY","0","10,333","3,058","","","","","","","","",""
"2019 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Democratic","GREEN-HAWKINS, AMANDA","5,284","0","0","","","","","","","","",""
"2019 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Democratic","MCCAFFERY, DANIEL D","5,298","0","0","","","","","","","","",""
"2019 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Republican","MCCARTHY KING, MEGAN","10,582","0","0","","","","","","","","",""
"2019 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Republican","PECK, CHRISTYLEE","10,294","0","0","","","","","","","","",""
"2019 Municipal Election","ADAMS","Judge of the Commonwealth Court (Retention)","Statewide","","BROBSON, P KEVIN","0","9,945","3,240","","","","","","","","",""
"2019 Municipal Election","ADAMS","Judge of the Commonwealth Court (Retention)","Statewide","","MCCULLOUGH, PATRICIA A","0","10,431","2,891","","","","","","","","",""
"2019 Municipal Election","ADAMS","Judge of the Court of Common Pleas (Retention)","51st Judicial District (Adams County)","","CAMPBELL, THOMAS R","0","10,976","2,833","","","","","","","","",""
"2019 Municipal Election","ALLEGHENY","Judge of the Superior Court (Retention)","Statewide","","LAZARUS, ANNE E","0","162,531","46,271","","","","","","","","",""
"2019 Municipal Election","ALLEGHENY","Judge of the Superior Court (Retention)","Statewide","","OLSON, JUDY","0","159,565","48,703","","","","","","","","",""
"2019 Municipal Election","ALLEGHENY","Judge of the Superior Court","Statewide","Democratic","GREEN-HAWKINS, AMANDA","153,648","0","0","","","","","","","","",""
"2019 Municipal Election","ALLEGHENY","Judge of the Superior Court","Statewide","Democratic","MCCAFFERY, DANIEL D","153,943","0","0","","","","","","","","",""
"2019 Municipal Election","ALLEGHENY","Judge of the Superior Court","Statewide","Republican","MCCARTHY KING, MEGAN","94,703","0","0","","","","","","","","",""
"2019 Municipal Election","ALLEGHENY","Judge of the Superior Court","Statewide","Republican","PECK, CHRISTYLEE","82,703","0","0","","","","","","","","",""
"2019 Municipal Election","ALLEGHENY","Judge of the Commonwealth Court (Retention)","Statewide","","BROBSON, P KEVIN","0","146,510","56,476","","","","","","","","",""
"2019 Municipal Election","ALLEGHENY","Judge of the Commonwealth Court (Retention)","Statewide","","MCCULLOUGH, PATRICIA A","0","161,203","47,879","","","","","","","","",""
"2019 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas - Allegheny (Retention)","5th Judicial District (Allegheny County)","","CLARK, KIM BERKELEY","0","161,756","44,532","","","","","","","","",""
"2019 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas - Allegheny (Retention)","5th Judicial District (Allegheny County)","","COLVILLE, ROBERT J","0","157,316","51,598","","","","","","","","",""
"2019 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas - Allegheny (Retention)","5th Judicial District (Allegheny County)","","EATON, KIM DIANE","0","159,121","45,187","","","","","","","","",""
"2019 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas - Allegheny (Retention)","5th Judicial District (Allegheny County)","","EVASHAVIK DILUCENTE, SUSAN","0","157,945","47,935","","","","","","","","",""
"2019 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas - Allegheny (Retention)","5th Judicial District (Allegheny County)","","IGNELZI, PHILIP A","0","149,473","54,056","","","","","","","","",""
"2019 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas - Allegheny (Retention)","5th Judicial District (Allegheny County)","","KLEIN, ARNIE","0","154,051","50,161","","","","","","","","",""
