"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2013 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Republican","STABILE, VIC","4,363","0","0","","","","","","","","",""
"2013 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Democratic","WATERS, JOSEPH C JR","1,382","0","0","","","","","","","","",""
"2013 Municipal Election","ADAMS","Judge of the Superior Court","Statewide","Democratic","MCVAY, JACK JR","1,027","0","0","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Superior Court","Statewide","Republican","STABILE, VIC","25,984","0","0","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Superior Court","Statewide","Democratic","WATERS, JOSEPH C JR","13,942","0","0","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Superior Court","Statewide","Democratic","MCVAY, JACK JR","94,251","0","0","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas","5th Judicial District (Allegheny County)","Republican","COZZA, PAUL E","16,643","0","0","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas","5th Judicial District (Allegheny County)","Republican","WARD, BILL","20,237","0","0","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas","5th Judicial District (Allegheny County)","Republican","BEHREND ERNSBERGER, BARBARA","7,076","0","0","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas","5th Judicial District (Allegheny County)","Republican","BUSH, ELEANOR","9,601","0","0","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas","5th Judicial District (Allegheny County)","Republican","MURRAY, PJ","15,749","0","0","","","","","","","","",""
"2013 Municipal Election","ALLEGHENY","Judge of the Court of Common Pleas","5th Judicial District (Allegheny County)","Republican","TRANQUILLI, MARK V","17,496","0","0","","","","","","","","",""
